QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
37,100,5526.32,13/04/2004,Shipped,2,4,2004,Classic Cars,S18_1984,Osaka Souveniers Co.,8.10663E+11,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Kentary,Mory,Medium
33,100,4459.62,01/06/2004,Cancelled,2,6,2004,Classic Cars,S18_1984,"UK Collectables, Ltd.",+(1715552282,Berkeley Gardens 12  Brewery,Liverpool,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
49,100,6203.4,06/07/2004,Shipped,3,7,2004,Classic Cars,S18_1984,L'ordine Souveniers,522556555,Strada Provinciale 124,Reggio Emilia,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
29,100,3754.05,06/08/2004,Shipped,3,8,2004,Classic Cars,S18_1984,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,King,Sue,Medium
24,100,3516.48,30/08/2004,Shipped,3,8,2004,Classic Cars,S18_1984,"Vida Sport, Ltd",897034555,Grenzacherweg 237,Gensve,Gensve,1203,Switzerland,Holz,Michael,Medium
47,100,7488.04,05/10/2003,Shipped,4,10,2003,Classic Cars,S18_1984,"Norway Gifts By Mail, Co.",4722121555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Oslo,N 0106,Norway,Klaeboe,Jan,Large
24,100,3448.08,16/10/2004,Shipped,4,10,2004,Classic Cars,S18_1984,"Toms Spezialitten, Ltd",2215554327,Mehrheimerstr. 369,Koln,Koln,50739,Germany,Pfalzheim,Henriette,Medium
25,100,3734,04/11/2004,Shipped,4,11,2004,Classic Cars,S18_1984,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,Benitez,Violeta,Medium
30,32.47,974.1,17/11/2004,Shipped,4,11,2004,Classic Cars,S18_1984,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,Hernandez,Rosa,Small
22,100,3160.74,24/11/2004,Shipped,4,11,2004,Classic Cars,S18_1984,"Australian Collectors, Co.",395204555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Medium
27,64.69,1746.63,09/12/2004,Shipped,4,12,2004,Classic Cars,S18_1984,Lyon Souveniers,33146627555,27 rue du Colonel Pierre Avia,Paris,Paris,75508,France,Da Cunha,Daniel,Small
34,100,4207.84,10/01/2005,Shipped,1,1,2005,Classic Cars,S18_1984,Royale Belge,+(07123672555,"Boulevard Tirou, 255",Charleroi,Charleroi,B-6000,Belgium,Cartrain,Pascale,Medium
36,100,4352.76,09/02/2005,Shipped,1,2,2005,Classic Cars,S18_1984,"Toys of Finland, Co.",902248555,Keskuskatu 45,Helsinki,Helsinki,21240,Finland,Karttunen,Matti,Medium
34,43.05,1463.7,04/03/2005,Shipped,1,3,2005,Classic Cars,S18_1984,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
48,100,7169.28,15/04/2005,Disputed,2,4,2005,Classic Cars,S18_1984,Danish Wholesale Imports,31123555,Vinb'ltet 34,Kobenhavn,Kobenhavn,1734,Denmark,Petersen,Jytte,Large
34,100,4594.76,17/05/2005,Shipped,2,5,2005,Classic Cars,S18_1984,Salzburg Collectables,65629555,Geislweg 14,Salzburg,Salzburg,5020,Austria,Pipps,Georg,Medium
24,100,3457.92,31/01/2003,Shipped,1,1,2003,Classic Cars,S18_2238,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
46,100,7381.16,04/04/2003,Shipped,2,4,2003,Classic Cars,S18_2238,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,NY,10022,USA,Hernandez,Maria,Large
45,100,7146.9,03/06/2003,Shipped,2,6,2003,Classic Cars,S18_2238,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Large
39,100,5938.53,01/08/2003,Shipped,3,8,2003,Classic Cars,S18_2238,Suominen Souveniers,35898045555,"Software Engineering Center, SEC Oy",Espoo,Espoo,FIN-02271,Finland,Suominen,Kalle,Medium
43,100,7110.91,21/09/2003,Shipped,3,9,2003,Classic Cars,S18_2238,"Oulu Toy Supplies, Inc.",981443655,Torikatu 38,Oulu,Oulu,90110,Finland,Koskitalo,Pirkko,Large
29,100,5032.95,22/10/2003,Shipped,4,10,2003,Classic Cars,S18_2238,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Medium
20,100,3667.6,06/11/2003,Shipped,4,11,2003,Classic Cars,S18_2238,L'ordine Souveniers,522556555,Strada Provinciale 124,Reggio Emilia,Reggio Emilia,42100,Italy,Moroni,Maurizio,Medium
46,100,7381.16,14/11/2003,Shipped,4,11,2003,Classic Cars,S18_2238,"Iberia Gift Imports, Corp.",+(955558282,"C/ Romero, 33",Sevilla,Sevilla,41101,Spain,Roel,Jose Pedro,Large
27,100,5128.11,25/11/2003,Shipped,4,11,2003,Classic Cars,S18_2238,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Frick,Steve,Medium
44,100,7060.24,09/12/2003,Shipped,4,12,2003,Classic Cars,S18_2238,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,Franco,Valarie,Large
43,100,8448.64,10/02/2004,Shipped,1,2,2004,Classic Cars,S18_2238,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,Taylor,Sue,Large
49,100,7300.51,15/03/2004,Shipped,1,3,2004,Classic Cars,S18_2238,"Blauer See Auto, Co.",4.96967E+11,Lyonerstr. 34,Frankfurt,Frankfurt,60528,Germany,Keitel,Roland,Large
40,100,6549.2,05/05/2004,Shipped,2,5,2004,Classic Cars,S18_2238,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
30,100,5697.9,15/06/2004,Shipped,2,6,2004,Classic Cars,S18_2238,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,69045,Singapore,Victorino,Wendy,Medium
50,100,9169,20/07/2004,Shipped,3,7,2004,Classic Cars,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Large
23,100,3238.63,20/08/2004,Shipped,3,8,2004,Classic Cars,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
26,100,4554.94,08/09/2004,Shipped,3,9,2004,Classic Cars,S18_2238,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Medium
27,100,3934.44,13/10/2004,Shipped,4,10,2004,Classic Cars,S18_2238,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Hernandez,Marta,Medium
42,100,5776.26,22/10/2004,Shipped,4,10,2004,Classic Cars,S18_2238,Heintze Collectables,86213555,Smagsloget 45,Aaarhus,Aaarhus,8200,Denmark,Ibsen,Palle,Medium
47,100,7207.45,05/11/2004,Shipped,4,11,2004,Classic Cars,S18_2238,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Frick,Michael,Large
49,100,7460.74,20/11/2004,Shipped,4,11,2004,Classic Cars,S18_2238,"La Corne D'abondance, Co.",+(142342555,"265, boulevard Charonne",Paris,Paris,75012,France,Bertrand,Marie,Large
38,100,6719.54,01/12/2004,Shipped,4,12,2004,Classic Cars,S18_2238,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Medium
20,100,2428,10/12/2004,Shipped,4,12,2004,Classic Cars,S18_2238,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
25,100,2602.25,23/01/2005,Shipped,1,1,2005,Classic Cars,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
25,88,2200,17/02/2005,Shipped,1,2,2005,Classic Cars,S18_2238,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
41,100,6712.93,03/05/2005,Shipped,2,5,2005,Classic Cars,S18_2238,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
28,100,5318.04,31/05/2005,In Process,2,5,2005,Classic Cars,S18_2238,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Nantes,Nantes,44000,France,Labrune,Janine,Medium
50,67.8,3390,06/01/2003,Shipped,1,1,2003,Vintage Cars,S18_2248,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,Young,Valarie,Medium
32,50.25,1608,18/03/2003,Shipped,1,3,2003,Vintage Cars,S18_2248,"AV Stores, Co.",+(1715551555,Fauntleroy Circus,Manchester,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small
42,53.88,2262.96,21/05/2003,Shipped,2,5,2003,Vintage Cars,S18_2248,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,King,Sue,Small
24,62.36,1496.64,12/09/2003,Shipped,3,9,2003,Vintage Cars,S18_2248,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,Taylor,Sue,Small
27,69.62,1879.74,18/10/2003,Shipped,4,10,2003,Vintage Cars,S18_2248,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,0,USA,Brown,Julie,Small
26,57.51,1495.26,05/11/2003,Shipped,4,11,2003,Vintage Cars,S18_2248,Rovelli Gifts,35640555,Via Ludovico il Moro 22,Bergamo,Bergamo,24100,Italy,Rovelli,Giovanni,Small
38,61.15,2323.7,12/11/2003,Shipped,4,11,2003,Vintage Cars,S18_2248,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
42,59.33,2491.86,21/11/2003,Shipped,4,11,2003,Vintage Cars,S18_2248,"Australian Collectables, Ltd",61938446555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,Connery,Sean,Small
23,71.44,1643.12,02/12/2003,Shipped,4,12,2003,Vintage Cars,S18_2248,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Small
21,62.96,1322.16,26/01/2004,Shipped,1,1,2004,Vintage Cars,S18_2248,"Corrida Auto Replicas, Ltd",+(915552282,"C/ Araquil, 67",Madrid,Madrid,28023,Spain,Sommer,Mart¡n,Small
28,50.85,1423.8,02/03/2004,Shipped,1,3,2004,Vintage Cars,S18_2248,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",Lyon,Lyon,69004,France,Saveley,Mary,Small
33,72.65,2397.45,13/04/2004,Shipped,2,4,2004,Vintage Cars,S18_2248,Mini Caravy,88601555,"24, place Kluber",Strasbourg,Strasbourg,67000,France,Citeaux,Frederique,Small
25,62.96,1574,17/08/2004,Shipped,3,8,2004,Vintage Cars,S18_2248,Amica Models & Co.,114988555,Via Monte Bianco 34,Torino,Torino,10100,Italy,Accorti,Paolo,Small
28,61.75,1729,01/09/2004,Shipped,3,9,2004,Vintage Cars,S18_2248,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,69045,Singapore,Victorino,Wendy,Small
46,49.04,2255.84,06/10/2004,Shipped,4,10,2004,Vintage Cars,S18_2248,"Iberia Gift Imports, Corp.",+(955558282,"C/ Romero, 33",Sevilla,Sevilla,41101,Spain,Roel,Jose Pedro,Small
30,61.15,1834.5,21/10/2004,Shipped,4,10,2004,Vintage Cars,S18_2248,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
38,84.25,3201.5,17/11/2004,Shipped,4,11,2004,Vintage Cars,S18_2248,"AV Stores, Co.",+(1715551555,Fauntleroy Circus,Manchester,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium
40,56.91,2276.4,25/11/2004,Shipped,4,11,2004,Vintage Cars,S18_2248,Marseille Mini Autos,91244555,"12, rue des Bouchers",Marseille,Marseille,13008,France,Lebihan,Laurence,Small
45,100,8884.8,12/01/2005,Resolved,1,1,2005,Vintage Cars,S18_2248,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Young,Julie,Large
27,49.3,1331.1,10/02/2005,Shipped,1,2,2005,Vintage Cars,S18_2248,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
42,72.65,3051.3,22/04/2005,On Hold,2,4,2005,Vintage Cars,S18_2248,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Frick,Sue,Medium
36,63.57,2288.52,29/05/2005,In Process,2,5,2005,Vintage Cars,S18_2248,Souveniers And Things Co.,61294958555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Small
29,100,3772.61,31/01/2003,Shipped,1,1,2003,Trucks and Buses,S18_2319,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
39,100,4164.42,01/04/2003,Shipped,2,4,2003,Trucks and Buses,S18_2319,"La Corne D'abondance, Co.",+(142342555,"265, boulevard Charonne",Paris,Paris,75012,France,Bertrand,Marie,Medium
45,100,6295.95,03/06/2003,Shipped,2,6,2003,Trucks and Buses,S18_2319,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Medium
47,100,6287.66,01/08/2003,Shipped,3,8,2003,Trucks and Buses,S18_2319,Suominen Souveniers,35898045555,"Software Engineering Center, SEC Oy",Espoo,Espoo,FIN-02271,Finland,Suominen,Kalle,Medium
49,100,5412.54,21/09/2003,Shipped,3,9,2003,Trucks and Buses,S18_2319,"Oulu Toy Supplies, Inc.",981443655,Torikatu 38,Oulu,Oulu,90110,Finland,Koskitalo,Pirkko,Medium
46,100,5984.14,22/10/2003,Shipped,4,10,2003,Trucks and Buses,S18_2319,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Medium
48,100,5891.04,06/11/2003,Shipped,4,11,2003,Trucks and Buses,S18_2319,"Stylish Desk Decors, Co.",+(1715550297,35 King George,London,London,WX3 6FW,UK,Brown,Ann,Medium
46,100,5984.14,14/11/2003,Shipped,4,11,2003,Trucks and Buses,S18_2319,"Iberia Gift Imports, Corp.",+(955558282,"C/ Romero, 33",Sevilla,Sevilla,41101,Spain,Roel,Jose Pedro,Medium
35,100,3608.15,25/11/2003,Shipped,4,11,2003,Trucks and Buses,S18_2319,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Frick,Steve,Medium
43,100,5752.54,09/12/2003,Shipped,4,12,2003,Trucks and Buses,S18_2319,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,Franco,Valarie,Medium
26,100,3765.32,11/03/2004,Shipped,1,3,2004,Trucks and Buses,S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
22,98.18,2159.96,05/05/2004,Shipped,2,5,2004,Trucks and Buses,S18_2319,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
34,99.41,3379.94,15/06/2004,Shipped,2,6,2004,Trucks and Buses,S18_2319,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,69045,Singapore,Victorino,Wendy,Medium
50,100,5093.5,20/07/2004,Shipped,3,7,2004,Trucks and Buses,S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
48,100,5773.44,19/08/2004,Shipped,3,8,2004,Trucks and Buses,S18_2319,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Medium
41,100,4528.86,08/09/2004,Shipped,3,9,2004,Trucks and Buses,S18_2319,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Medium
36,100,4816.08,13/10/2004,Shipped,4,10,2004,Trucks and Buses,S18_2319,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Hernandez,Marta,Medium
29,100,3416.78,22/10/2004,Shipped,4,10,2004,Trucks and Buses,S18_2319,Canadian Gift Exchange Network,+(6045553392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Tannamuri,Yoshi,Medium
33,37.48,1236.84,05/11/2004,Shipped,4,11,2004,Trucks and Buses,S18_2319,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Frick,Michael,Small
46,100,5814.86,19/11/2004,On Hold,4,11,2004,Trucks and Buses,S18_2319,"Volvo Model Replicas, Co",921123555,Berguvsvgen  8,Lule,Lule,S-958 22,Sweden,Berglund,Christina,Medium
38,100,5223.48,01/12/2004,Shipped,4,12,2004,Trucks and Buses,S18_2319,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Medium
20,36.42,728.4,10/12/2004,Shipped,4,12,2004,Trucks and Buses,S18_2319,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
22,100,3949,20/01/2005,Shipped,1,1,2005,Trucks and Buses,S18_2319,"Anna's Decorations, Ltd",299368555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Medium
27,100,3843.99,22/02/2005,Shipped,1,2,2005,Trucks and Buses,S18_2319,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
56,98.18,5498.08,03/05/2005,Shipped,2,5,2005,Trucks and Buses,S18_2319,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
38,99.41,3777.58,31/05/2005,In Process,2,5,2005,Trucks and Buses,S18_2319,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",Nantes,Nantes,44000,France,Labrune,Janine,Medium
25,100,3782,09/01/2003,Shipped,1,1,2003,Vintage Cars,S18_2325,"Blauer See Auto, Co.",4.96967E+11,Lyonerstr. 34,Frankfurt,Frankfurt,60528,Germany,Keitel,Roland,Medium
33,100,3859.68,18/03/2003,Shipped,1,3,2003,Vintage Cars,S18_2325,"AV Stores, Co.",+(1715551555,Fauntleroy Circus,Manchester,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium
42,100,4431.84,21/05/2003,Shipped,2,5,2003,Vintage Cars,S18_2325,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,King,Sue,Medium
33,100,4950.33,12/09/2003,Shipped,3,9,2003,Vintage Cars,S18_2325,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,Taylor,Sue,Medium
38,100,4299.7,18/10/2003,Shipped,4,10,2003,Vintage Cars,S18_2325,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,0,USA,Brown,Julie,Medium
31,100,4492.83,05/11/2003,Shipped,4,11,2003,Vintage Cars,S18_2325,Rovelli Gifts,35640555,Via Ludovico il Moro 22,Bergamo,Bergamo,24100,Italy,Rovelli,Giovanni,Medium
20,100,2212,12/11/2003,Shipped,4,11,2003,Vintage Cars,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
44,100,4642.88,21/11/2003,Shipped,4,11,2003,Vintage Cars,S18_2325,"Australian Collectables, Ltd",61938446555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,Connery,Sean,Medium
26,100,3206.32,02/12/2003,Shipped,4,12,2003,Vintage Cars,S18_2325,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Medium
27,100,3604.23,26/01/2004,Shipped,1,1,2004,Vintage Cars,S18_2325,"Corrida Auto Replicas, Ltd",+(915552282,"C/ Araquil, 67",Madrid,Madrid,28023,Spain,Sommer,Mart¡n,Medium
46,100,7017.76,02/03/2004,Shipped,1,3,2004,Vintage Cars,S18_2325,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",Lyon,Lyon,69004,France,Saveley,Mary,Large
47,100,6154.18,26/04/2004,Shipped,2,4,2004,Vintage Cars,S18_2325,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,Franco,Valarie,Medium
37,100,4750.8,17/08/2004,Shipped,3,8,2004,Vintage Cars,S18_2325,Amica Models & Co.,114988555,Via Monte Bianco 34,Torino,Torino,10100,Italy,Accorti,Paolo,Medium
31,100,3822.92,01/09/2004,Shipped,3,9,2004,Vintage Cars,S18_2325,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,69045,Singapore,Victorino,Wendy,Medium
24,100,2440.8,11/10/2004,Shipped,4,10,2004,Vintage Cars,S18_2325,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",Versailles,Versailles,78000,France,Tonini,Daniel,Small
31,100,4729.36,21/10/2004,Shipped,4,10,2004,Vintage Cars,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
50,100,12536.5,04/11/2004,Shipped,4,11,2004,Vintage Cars,S18_2325,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,Young,Valarie,Large
35,64.69,2264.15,17/11/2004,Shipped,4,11,2004,Vintage Cars,S18_2325,"AV Stores, Co.",+(1715551555,Fauntleroy Circus,Manchester,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small
30,100,3928.2,25/11/2004,Shipped,4,11,2004,Vintage Cars,S18_2325,Marseille Mini Autos,91244555,"12, rue des Bouchers",Marseille,Marseille,13008,France,Lebihan,Laurence,Medium
29,100,3630.22,09/12/2004,Shipped,4,12,2004,Vintage Cars,S18_2325,Lyon Souveniers,33146627555,27 rue du Colonel Pierre Avia,Paris,Paris,75508,France,Da Cunha,Daniel,Medium
27,100,4196.07,12/01/2005,Resolved,1,1,2005,Vintage Cars,S18_2325,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Young,Julie,Medium
40,100,4931.6,16/02/2005,Shipped,1,2,2005,Vintage Cars,S18_2325,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Medium
31,98.99,3068.69,04/03/2005,Shipped,1,3,2005,Vintage Cars,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
6,100,785.64,23/04/2005,Shipped,2,4,2005,Vintage Cars,S18_2325,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,69045,Singapore,Victorino,Wendy,Small
45,100,4977,29/05/2005,In Process,2,5,2005,Vintage Cars,S18_2325,Souveniers And Things Co.,61294958555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Medium
22,54.09,1189.98,29/01/2003,Shipped,1,1,2003,Trucks and Buses,S18_2432,Baane Mini Imports,7989555,Erling Skakkes gate 78,Stavern,Stavern,4110,Norway,Bergulfsen,Jonas,Small
45,68.67,3090.15,01/04/2003,Shipped,2,4,2003,Trucks and Buses,S18_2432,"La Corne D'abondance, Co.",+(142342555,"265, boulevard Charonne",Paris,Paris,75012,France,Bertrand,Marie,Medium
43,65.02,2795.86,28/05/2003,Shipped,2,5,2003,Trucks and Buses,S18_2432,"Corrida Auto Replicas, Ltd",+(915552282,"C/ Araquil, 67",Madrid,Madrid,28023,Spain,Sommer,Mart¡n,Small
46,61.99,2851.54,24/07/2003,Shipped,3,7,2003,Trucks and Buses,S18_2432,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Small
39,69.28,2701.92,21/09/2003,Shipped,3,9,2003,Trucks and Buses,S18_2432,"Oulu Toy Supplies, Inc.",981443655,Torikatu 38,Oulu,Oulu,90110,Finland,Koskitalo,Pirkko,Small
31,71.1,2204.1,22/10/2003,Shipped,4,10,2003,Trucks and Buses,S18_2432,"Dragon Souveniers, Ltd.",652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,79903,Singapore,Natividad,Eric,Small
41,69.28,2840.48,06/11/2003,Shipped,4,11,2003,Trucks and Buses,S18_2432,"Stylish Desk Decors, Co.",+(1715550297,35 King George,London,London,WX3 6FW,UK,Brown,Ann,Small
44,60.16,2647.04,14/11/2003,Shipped,4,11,2003,Trucks and Buses,S18_2432,"Iberia Gift Imports, Corp.",+(955558282,"C/ Romero, 33",Sevilla,Sevilla,41101,Spain,Roel,Jose Pedro,Small
45,70.49,3172.05,25/11/2003,Shipped,4,11,2003,Trucks and Buses,S18_2432,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",Lyon,Lyon,69004,France,Saveley,Mary,Medium
37,69.89,2585.93,09/12/2003,Shipped,4,12,2003,Trucks and Buses,S18_2432,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,Franco,Valarie,Small
35,61.38,2148.3,04/02/2004,Shipped,1,2,2004,Trucks and Buses,S18_2432,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,69045,Singapore,Victorino,Wendy,Small
28,59.55,1667.4,11/03/2004,Shipped,1,3,2004,Trucks and Buses,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
30,61.99,1859.7,05/05/2004,Shipped,2,5,2004,Trucks and Buses,S18_2432,Euro Shopping Channel,+(915559444,"C/ Moralzarzal, 86",Madrid,Madrid,28034,Spain,Freyre,Diego,Small
30,49.22,1476.6,15/06/2004,Shipped,2,6,2004,Trucks and Buses,S18_2432,Handji Gifts& Co,652241555,Village Close - 106 Linden Road Sandown,Singapore,Singapore,69045,Singapore,Victorino,Wendy,Small
25,69.28,1732,20/07/2004,Shipped,3,7,2004,Trucks and Buses,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
29,57.73,1674.17,19/08/2004,Shipped,3,8,2004,Trucks and Buses,S18_2432,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Small
26,57.73,1500.98,08/09/2004,Shipped,3,9,2004,Trucks and Buses,S18_2432,Scandinavian Gift Ideas,695346555,?kergatan 24,Boras,Boras,S-844 67,Sweden,Larsson,Maria,Small
